PARCEL_ID	FULLTEXT	TYPE	TOWN	PLAT	BLOCK	LOT	BLM	RANGE	TOWNSHIP	SECTION	PART	DESCRIP	AREA
487	East/2 South/2 Northwest/4 S32 T3 North R8 West 4th PM: 	plss					4th PM	8 West	3 North	32	East/2 South/2 Northwest/4		
488	Nauvoo:Nauvoo:154:2::	town	Nauvoo	Nauvoo	154	2							
489	Nauvoo:Hyrum Smith:2:1, 2, 3, and 4::	town	Nauvoo	Hyrum Smith	2	1, 2, 3, and 4							
490	Nauvoo:Hyrum Smith:3:1::	town	Nauvoo	Hyrum Smith	3	1							
491	Nauvoo:Hyrum Smith:4:1 and 2::	town	Nauvoo	Hyrum Smith	4	1 and 2							
492	Nauvoo:Hyrum Smith:5:1 and 4::	town	Nauvoo	Hyrum Smith	5	1 and 4							
493	Nauvoo:Hyrum Smith:7:2, 3, and 4::	town	Nauvoo	Hyrum Smith	7	2, 3, and 4							
494	Nauvoo:Hyrum Smith:9:2::	town	Nauvoo	Hyrum Smith	9	2							
495	Nauvoo:Hyrum Smith:10:2::	town	Nauvoo	Hyrum Smith	10	2							
496	Nauvoo:Hyrum Smith:12:1, 2, and 4::	town	Nauvoo	Hyrum Smith	12	1, 2, and 4							
497	Southeast corner Northwest S36 T7 North R9 West 4th PM: 	plss					4th PM	9 West	7 North	36	Southeast corner Northwest		13
498	Ramus/Macedonia/Webster:First Addition:4:2::	town	Ramus/Macedonia/Webster	First Addition	4	2							
499	Nauvoo:Nauvoo:127:4:East/2 Southwest/4:	town	Nauvoo	Nauvoo	127	4					East/2 Southwest/4		
500	Nauvoo:Nauvoo:125:4:North/2:	town	Nauvoo	Nauvoo	125	4					North/2		
501	Nauvoo:Wells:24:3:South/3:	town	Nauvoo	Wells	24	3					South/3		
502	Nauvoo:Nauvoo:140:2::Bounded West on Main ½ length of Lot on Main; North by Parley, Whole length; Except 64 feet and East by land deeded by the parties to John Hatfield and South by the South half of said Lot.	town	Nauvoo	Nauvoo	140	2						Bounded West on Main ½ length of Lot on Main; North by Parley, Whole length; Except 64 feet and East by land deeded by the parties to John Hatfield and South by the South half of said Lot.	
503	Nauvoo:Nauvoo:103:3:North 3/4:	town	Nauvoo	Nauvoo	103	3					North 3/4		
504	Nauvoo:Fullmer::1::	town	Nauvoo	Fullmer		1							
505	Nauvoo:Nauvoo:119:1::Except Southeast corner 60 ½ feet North/South by 99 feet East/West.	town	Nauvoo	Nauvoo	119	1						Except Southeast corner 60 ½ feet North/South by 99 feet East/West.	
506	Northwest/4 S27 T7 North R8 West 4th PM: Commence at Southwest corner; East 30 Rods; North 27 Rods; West 30 Rods; South 27 Rods to beginning.	plss					4th PM	8 West	7 North	27	Northwest/4	Commence at Southwest corner; East 30 Rods; North 27 Rods; West 30 Rods; South 27 Rods to beginning.	5
507	North/2 East/2 Southwest/4 S20 T7 North R8 West 4th PM: 	plss					4th PM	8 West	7 North	20	North/2 East/2 Southwest/4		40
508	Northwest/4 S35 T6 North R6 West 4th PM: 	plss					4th PM	6 West	6 North	35	Northwest/4		160
509	Northwest/4 S35 T6 North R6 West 4th PM: 	plss					4th PM	6 West	6 North	35	Northwest/4		160
510	Nauvoo:Nauvoo:146:4::Beginning Southeast corner of land once owned by Richard Jones; North within 30 feet of the line of said Lot; East 28 feet South to the road; West 28 feet to beginning.	town	Nauvoo	Nauvoo	146	4						Beginning Southeast corner of land once owned by Richard Jones; North within 30 feet of the line of said Lot; East 28 feet South to the road; West 28 feet to beginning.	
511	Nauvoo:Nauvoo:145:4::Commence Southeast corner of land once owned by Richard Jones; North within 30 feet of line; East 28 feet; South to the road; West 28 feet to the beginning.	town	Nauvoo	Nauvoo	145	4						Commence Southeast corner of land once owned by Richard Jones; North within 30 feet of line; East 28 feet; South to the road; West 28 feet to the beginning.	100
512	Nauvoo:Nauvoo:125:2::	town	Nauvoo	Nauvoo	125	2							
513	Nauvoo:Nauvoo:126:4::	town	Nauvoo	Nauvoo	126	4							
514	Nauvoo:Nauvoo:150:3::	town	Nauvoo	Nauvoo	150	3							
515	Nauvoo:Kimball:3:10::Commence Northeast corner Lot 10; North along Woodruff Street 27 Rods; West 10 Rods; North 27 Rods to Ripley Street; East along Ripley Street 10 Rods to beginning; on Woodruff Street.	town	Nauvoo	Kimball	3	10						Commence Northeast corner Lot 10; North along Woodruff Street 27 Rods; West 10 Rods; North 27 Rods to Ripley Street; East along Ripley Street 10 Rods to beginning; on Woodruff Street.	
516	Nauvoo:Wells:19:1::Commence 135 feet from Northeast corner of said Lot; South along Back Street 30 feet 6 inches; West along alley 75 feet 3 inches; North 30 feet 6 inches; East 75 feet 3 inches to the beginning.	town	Nauvoo	Wells	19	1						Commence 135 feet from Northeast corner of said Lot; South along Back Street 30 feet 6 inches; West along alley 75 feet 3 inches; North 30 feet 6 inches; East 75 feet 3 inches to the beginning.	
517	Nauvoo:Wells:19:4::Commence Northeast corner Lot 4; South along Page Street 80 feet; West 75 feet 3 inches; North 80 feet to Ally; East 75 feet 3 inches to beginning.	town	Nauvoo	Wells	19	4						Commence Northeast corner Lot 4; South along Page Street 80 feet; West 75 feet 3 inches; North 80 feet to Ally; East 75 feet 3 inches to beginning.	
518	Nauvoo:Commerce:10:5 and 7::	town	Nauvoo	Commerce	10	5 and 7							
519	Nauvoo:Wells:9:3::Commence Northwest corner Lot 3; South 14 feet; East 16 feet; North 14 feet; West 16 feet to place of beginning; being the ground and brick office on said Lot; and occupied by my bother Chacy L. Higbee as a law office.	town	Nauvoo	Wells	9	3						Commence Northwest corner Lot 3; South 14 feet; East 16 feet; North 14 feet; West 16 feet to place of beginning; being the ground and brick office on said Lot; and occupied by my bother Chacy L. Higbee as a law office.	
520	Nauvoo:Nauvoo:121:2::	town	Nauvoo	Nauvoo	121	2							
521	Northeast Southwest S28 T7 North R8 West 4th PM: 	plss					4th PM	8 West	7 North	28	Northeast Southwest		
522	Nauvoo:Wells:9:3::Commence Northwest corner Lot 3; South 14 feet; East 16 feet; North 14 feet; West 16 feet; containing a brick office.	town	Nauvoo	Wells	9	3						Commence Northwest corner Lot 3; South 14 feet; East 16 feet; North 14 feet; West 16 feet; containing a brick office.	
523	East/2 Northwest/4 S15 T6 North R8 West 4th PM: 	plss					4th PM	8 West	6 North	15	East/2 Northwest/4		
524	South end East/2 Northwest/4 S15 T6 North R8 West 4th PM: 	plss					4th PM	8 West	6 North	15	South end East/2 Northwest/4		10
525	Nauvoo:Nauvoo:43:4::	town	Nauvoo	Nauvoo	43	4							
526	Nauvoo:Nauvoo:328 and 326:All::	town	Nauvoo	Nauvoo	328 and 326	All							
527	Nauvoo:Nauvoo:125:2:South/2:North 25 feet of the South/2 of Lot 2, running 100 feet in said Block from East side of Main Street.	town	Nauvoo	Nauvoo	125	2					South/2	North 25 feet of the South/2 of Lot 2, running 100 feet in said Block from East side of Main Street.	
528	Nauvoo:Nauvoo:125:2::Commence 25 feet South from Northwest corner of South/2 Lot 2: South 5 feet; East 100 feet; North 5 feet; West 100 feet; also one equal and undivided half of a piece of ground 30 feet wide and 92 feet in length lying East of said Bailey land running parallel and bounded on North by South line at North half of said Lot.	town	Nauvoo	Nauvoo	125	2						Commence 25 feet South from Northwest corner of South/2 Lot 2: South 5 feet; East 100 feet; North 5 feet; West 100 feet; also one equal and undivided half of a piece of ground 30 feet wide and 92 feet in length lying East of said Bailey land running parallel and bounded on North by South line at North half of said Lot.	
529	Nauvoo:Nauvoo:125:3:East Part:Commence 100 feet East from Southeast corner of said Lot 3; North 90 feet 9 inches; East 98 feet; South 90 feet 9 inches; West 98 feet to the beginning.	town	Nauvoo	Nauvoo	125	3					East Part	Commence 100 feet East from Southeast corner of said Lot 3; North 90 feet 9 inches; East 98 feet; South 90 feet 9 inches; West 98 feet to the beginning.	
530	Nauvoo:Kimball:3:24::Commence Southwest corner of said Lot from North to South; North whole length of Lot, being about 40 Rods; East to Northeast corner; South to center Hotchkiss Street; West within 6 1/2 Rods to West line; South to South line; West to beginning.	town	Nauvoo	Kimball	3	24						Commence Southwest corner of said Lot from North to South; North whole length of Lot, being about 40 Rods; East to Northeast corner; South to center Hotchkiss Street; West within 6 1/2 Rods to West line; South to South line; West to beginning.	
531	South/2 S33 T7 North R8 West 4th PM: Beginning 45 Rods East of Northwest corner of Southwest/4; East 45 Rods; then far enough South to make 15 Acres.	plss					4th PM	8 West	7 North	33	South/2	Beginning 45 Rods East of Northwest corner of Southwest/4; East 45 Rods; then far enough South to make 15 Acres.	15
532	Southeast/4 Northeast/4 S31 T7 North R5 West 4th PM: 	plss					4th PM	5 West	7 North	31	Southeast/4 Northeast/4		
533	Nauvoo:Worthington:3:1::Being situated in corner of Warsaw and Hibbard streets; 73 feet on Warsaw by 182 feet on Hibbard; being West at Warsaw Street; South by J. Cali Lot.	town	Nauvoo	Worthington	3	1						Being situated in corner of Warsaw and Hibbard streets; 73 feet on Warsaw by 182 feet on Hibbard; being West at Warsaw Street; South by J. Cali Lot.	
534	North/2 Southeast/4 S10 T6 North R5 West 4th PM: 	plss					4th PM	5 West	6 North	10	North/2 Southeast/4		
535	Southeast/4 Southwest/4 S14 T3 North R9 West 4th PM: 	plss					4th PM	9 West	3 North	14	Southeast/4 Southwest/4		40
536	Nauvoo:Nauvoo:95:4::	town	Nauvoo	Nauvoo	95	4							
537	Southeast/4 S20 T6 North R8 West 4th PM: Commence Northwest corner Southeast/4 Section 20; South 51 Rods; East 12 4/5 Rods; North 25 Rods to the bed of the creek; then up creek to North line said quarter; West to the beginning.	plss					4th PM	8 West	6 North	20	Southeast/4	Commence Northwest corner Southeast/4 Section 20; South 51 Rods; East 12 4/5 Rods; North 25 Rods to the bed of the creek; then up creek to North line said quarter; West to the beginning.	5
538	Nauvoo:Kimball:4:53::Commence at stone on East side of Warsaw Street at Southwest corner of Isabella Mackley´s land: thence East 8 Rods; South 2 1/4 Rods; West 8 Rods to Warsaw Street; North 2 1/4 Rods to beginning.	town	Nauvoo	Kimball	4	53						Commence at stone on East side of Warsaw Street at Southwest corner of Isabella Mackley´s land: thence East 8 Rods; South 2 1/4 Rods; West 8 Rods to Warsaw Street; North 2 1/4 Rods to beginning.	
539	Nauvoo:Kimball:4:51, 52, and 57::South/2 and East/2 of Northeast/4 of Block bounded on North by White Street; East by Gordon Street; South by Hotchkiss Street and West by Fullmer Street.	town	Nauvoo	Kimball	4	51, 52, and 57						South/2 and East/2 of Northeast/4 of Block bounded on North by White Street; East by Gordon Street; South by Hotchkiss Street and West by Fullmer Street.	2 1/2
540	Nauvoo:Nauvoo:140:2:24 feet of :Commence 40 feet West of Northeast corner: South 112 feet; West 24 feet; North 112 feet; East 24 feet to beginning.	town	Nauvoo	Nauvoo	140	2					24 feet of 	Commence 40 feet West of Northeast corner: South 112 feet; West 24 feet; North 112 feet; East 24 feet to beginning.	
541	Nauvoo:Wells:11:2 and 3:North 1/3 Part:	town	Nauvoo	Wells	11	2 and 3					North 1/3 Part		
542	Nauvoo:Wells:11::central 1/3 Part of West/2:	town	Nauvoo	Wells	11						central 1/3 Part of West/2		
543	Nauvoo:Wells:11::North 1/3 of West ½ and central 1/3:Due $100.00: 1 January 1857, 1858, 1859 (North/3 of Lots 2 and 3) 88; Rods by 12 Rods on Young (7 1/3 Rods on back); central 1/3 of West/2 88 Rods.	town	Nauvoo	Wells	11						North 1/3 of West ½ and central 1/3	Due $100.00: 1 January 1857, 1858, 1859 (North/3 of Lots 2 and 3) 88; Rods by 12 Rods on Young (7 1/3 Rods on back); central 1/3 of West/2 88 Rods.	
544	Nauvoo:Kimball:2:3:Northwest corner:Lying on West side of Warsaw Street; beginning at Northeast corner land owned by Fullmer; West to land owned by Rolfe 109 feet; South to land owned by Hull 30 feet; East 55 feet; West 1 1/2 feet; East to center of North Street 59 feet; North 31 1/2 feet to beginning.	town	Nauvoo	Kimball	2	3					Northwest corner	Lying on West side of Warsaw Street; beginning at Northeast corner land owned by Fullmer; West to land owned by Rolfe 109 feet; South to land owned by Hull 30 feet; East 55 feet; West 1 1/2 feet; East to center of North Street 59 feet; North 31 1/2 feet to beginning.	
545	Nauvoo:Kimball:2:55:Northwest corner:Lying on West side of Warsaw Street; beginning at Northeast corner land owned by Fullmer; West to land owned by Rolfe 109 feet; South to land owned by Hull 30 feet; East 55 feet; West 1 1/2 feet; East to center of North Street 59 feet; North 31 1/2 feet to beginning.	town	Nauvoo	Kimball	2	55					Northwest corner	Lying on West side of Warsaw Street; beginning at Northeast corner land owned by Fullmer; West to land owned by Rolfe 109 feet; South to land owned by Hull 30 feet; East 55 feet; West 1 1/2 feet; East to center of North Street 59 feet; North 31 1/2 feet to beginning.	
546	Nauvoo:Nauvoo:121:2::	town	Nauvoo	Nauvoo	121	2							
547	Nauvoo:Kimball:2:68::Kimball´s Landing in Nauvoo; land is between Knight and Young Streets, 1 Block or 4 Acres.	town	Nauvoo	Kimball	2	68						Kimball´s Landing in Nauvoo; land is between Knight and Young Streets, 1 Block or 4 Acres.	
548	Nauvoo:Kimball:2:56::Commence Northeast corner of said Lot; running South 6 Rods 2 feet; West 6 Rods 4 feet 4 inches to center Fullmer Street; the same being Part of the Lot known as the &quot;Shepad&quot; Lot; the West and North lies the same length as the East and South.	town	Nauvoo	Kimball	2	56						Commence Northeast corner of said Lot; running South 6 Rods 2 feet; West 6 Rods 4 feet 4 inches to center Fullmer Street; the same being Part of the Lot known as the &quot;Shepad&quot; Lot; the West and North lies the same length as the East and South.	
549	Dallas City:Dallas City:7:6::	town	Dallas City	Dallas City	7	6							
550	Nauvoo:Nauvoo:120:1::Beginning 30 feet North of Southeast corner Lot 1; North 50 feet; West 125 feet; South 50 feet; East 125 feet to beginning.	town	Nauvoo	Nauvoo	120	1						Beginning 30 feet North of Southeast corner Lot 1; North 50 feet; West 125 feet; South 50 feet; East 125 feet to beginning.	
551	Northwest/4 S22 T7 North R5 West 4th PM: Undivided 2/3 of 6 Acres; Commence Southeast corner of West/2 of Northwest/4 Section 22; West 40 Rods to within 4 Rods of land owned by heirs of ZeLotus Moffit; North 25 Rods to equal 6 Acres of land; East to East line of said West/2 of said quarter.	plss					4th PM	5 West	7 North	22	Northwest/4	Undivided 2/3 of 6 Acres; Commence Southeast corner of West/2 of Northwest/4 Section 22; West 40 Rods to within 4 Rods of land owned by heirs of ZeLotus Moffit; North 25 Rods to equal 6 Acres of land; East to East line of said West/2 of said quarter.	6
552	Southwest/4 S20 T7 North R5 West 4th PM: 	plss					4th PM	5 West	7 North	20	Southwest/4		
553	Nauvoo:Hyrum Smith::1, 2, and 4::	town	Nauvoo	Hyrum Smith		1, 2, and 4							
554	Nauvoo:Nauvoo:147:2:South/2:	town	Nauvoo	Nauvoo	147	2					South/2		
555	Nauvoo:Nauvoo:125:2:South/2 North/2:Being 45 feet, including a alley that runs lengthwise of a certain brick house known as the Brick Row, it being the same Lot formerly owned by Ebenezer Robinson.	town	Nauvoo	Nauvoo	125	2					South/2 North/2	Being 45 feet, including a alley that runs lengthwise of a certain brick house known as the Brick Row, it being the same Lot formerly owned by Ebenezer Robinson.	
556	Nauvoo:Kimball:2:70 and 71::	town	Nauvoo	Kimball	2	70 and 71							
557	Nauvoo:Kimball:2:70 and 71::	town	Nauvoo	Kimball	2	70 and 71							
558	Nauvoo:Kimball:2:70 and 71::Commence Southwest corner Walto Clak land and center Young Street; North 11 ½ Rods to Keega land; West 13 1/2 Rods; South 11 1/2 Rods; East 13 1/2 Rods to beginning.	town	Nauvoo	Kimball	2	70 and 71						Commence Southwest corner Walto Clak land and center Young Street; North 11 ½ Rods to Keega land; West 13 1/2 Rods; South 11 1/2 Rods; East 13 1/2 Rods to beginning.	
559	Nauvoo:Kimball:2:70 and 71::	town	Nauvoo	Kimball	2	70 and 71							
560	Nauvoo:Kimball:2:71::Beginning on the corner of James and Knight Street: South to a certain stake; West to oigial line between Fullmer and Barlow; North to Knight Street; East to beginning.	town	Nauvoo	Kimball	2	71						Beginning on the corner of James and Knight Street: South to a certain stake; West to oigial line between Fullmer and Barlow; North to Knight Street; East to beginning.	
561	Nauvoo:Kimball:2:70 and 71 ::Commence Center of Knight and James streets; North to center Young Street 25 Rods; East 10 1/2 Rods; South 12 1/2 Rods; East 3 Rods; South 12 1/2 Rods to center Knight Street; West 13 1/2 Rods to the beginning.	town	Nauvoo	Kimball	2	70 and 71 						Commence Center of Knight and James streets; North to center Young Street 25 Rods; East 10 1/2 Rods; South 12 1/2 Rods; East 3 Rods; South 12 1/2 Rods to center Knight Street; West 13 1/2 Rods to the beginning.	1 3/4
562	Nauvoo:Kimball:2:70 and 71 ::Beginning 82 feet 1 ich East of James and Mulholland streets; East 46 feet 6 inches; South to South line of said Lot; West 46 feet 6 inches; North to the beginning.	town	Nauvoo	Kimball	2	70 and 71 						Beginning 82 feet 1 ich East of James and Mulholland streets; East 46 feet 6 inches; South to South line of said Lot; West 46 feet 6 inches; North to the beginning.	72
563	Nauvoo:Kimball:2:71::Commence center Knight and James streets; South 12 1/2 Rods; East to land of Asahel P. Murray sold to Samuel C. Brunson; North to center of Knight Street; West to beginning; containing ½ acre once sold to Asahel P. Murray and deeded by him to Rufus Beach; from Beach to Josephus Hatch; Hatch to Hugh Lamaster.	town	Nauvoo	Kimball	2	71						Commence center Knight and James streets; South 12 1/2 Rods; East to land of Asahel P. Murray sold to Samuel C. Brunson; North to center of Knight Street; West to beginning; containing ½ acre once sold to Asahel P. Murray and deeded by him to Rufus Beach; from Beach to Josephus Hatch; Hatch to Hugh Lamaster.	
564	Nauvoo:Kimball:2:70 ::Beginning 139 feet North of Southeast corner Lot 70: Center Mulholland Street; North 50 Rods to center Young; West 5 ½ Rods 2 ½ feet; South 25 Rods to center Knight Street; West 13 ½ Rods; South 25 Rods; East 19 Rods 2 ½ feet to beginning.	town	Nauvoo	Kimball	2	70 						Beginning 139 feet North of Southeast corner Lot 70: Center Mulholland Street; North 50 Rods to center Young; West 5 ½ Rods 2 ½ feet; South 25 Rods to center Knight Street; West 13 ½ Rods; South 25 Rods; East 19 Rods 2 ½ feet to beginning.	
565	Nauvoo:Kimball:2:71::Commence corner of Young and James streets; South 5 1/2 Rods; West to corner of Milto Stow Lot; North to Young Street; East to beginning.	town	Nauvoo	Kimball	2	71						Commence corner of Young and James streets; South 5 1/2 Rods; West to corner of Milto Stow Lot; North to Young Street; East to beginning.	
566	Nauvoo:Kimball:2:71::½ acre bounded East of Fullmer puchase in Kimball Addition; North by Mulholland Street; on East by James Street; South by South line Lot 71 being about ½ acre of land in Southwest corner Lot 71.	town	Nauvoo	Kimball	2	71						½ acre bounded East of Fullmer puchase in Kimball Addition; North by Mulholland Street; on East by James Street; South by South line Lot 71 being about ½ acre of land in Southwest corner Lot 71.	
567	Nauvoo:Kimball:2:70 and 71::	town	Nauvoo	Kimball	2	70 and 71							
568	Nauvoo:Kimball:2:70 and 71::	town	Nauvoo	Kimball	2	70 and 71							
